,Clover ID,Name,Alternate Name,Description,Price,Price Type,Price Unit,Cost,Product Code,SKU,Quantity,Hidden?,Default tax rates?,Non-revenue item?,Printer Labels,Modifier Groups,Categories,Tax Rates,Variant Attribute,Variant Option,vendor_x,vendor_y
19251,QJP8J2FYZVTP4,Great Gherkin: Sweet Relish 16 oz Bottle (ALD),,,$3.59,Fixed,,$1.89,4099100115277,,5.0,No,Yes,No,,,Groceries,,,,ALD,ALD
19252,86BVZQ5MATE6T,Haribo: Twin Snakes  - 5 oz Bag (CGD),,,$2.99,Fixed,,$1.30,042238377554,,1.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
19253,DS3PY0FS172W0,Everfresh: Cranberry Juice 16 oz Bottle (SSD),,,$2.99,Fixed,,$1.66,076737122568,076737122568,13.0,No,Yes,No,,,Drinks - Juice,,,,SSD,SSD
19254,4AJ06K2870XS8,Vintage: Lemon Lime Seltzer 1 Lt (CGD),,,$1.89,Fixed,,$0.82,072521049653,724096,6.0,No,Yes,No,,,Drinks - Water,,,,CGD,CGD
19255,BR5J9F4837DF6,Louis Jadot: Beaujolais 750 ml Bottle (RND),,,$13.99,Fixed,,$9.00,084692400249,084692400249,9.0,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,,RND,RND
19256,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19257,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19258,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19259,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19260,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19261,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19262,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19263,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19264,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19265,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19266,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19267,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19268,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19269,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19270,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19271,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19272,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19273,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19274,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19275,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19276,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19277,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19278,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19279,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19280,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19281,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19282,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19283,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19284,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19285,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19286,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19287,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19288,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19289,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19290,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19291,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19292,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19293,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19294,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19295,3Q9Z6PSY65MAA,Pringles: BBQ Chips 5.5 oz Box (CGD),,,$3.99,Fixed,,$2.84,038000183713,742585,1.0,No,Yes,No,,,Snacks - Chips,,,,CGD,CGD
19296,CTR7B2MZXXTEG,Annapolis Beer: West Coast Style IPA 12 oz / 6 pk Cans (OBD),,,$13.99,Fixed,,$8.50,732388020706,,2.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,OBD,OBD
19297,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19298,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19299,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19300,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19301,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19302,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19303,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19304,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19305,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19306,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19307,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19308,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19309,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19310,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19311,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19312,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19313,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19314,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19315,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19316,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19317,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19318,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19319,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19320,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19321,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19322,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19323,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19324,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19325,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19326,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19327,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19328,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19329,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19330,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19331,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19332,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19333,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19334,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19335,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19336,V1JWJNZV4MG4G,Bush's Best: Black Beans 15 oz Can (SGD),,,$1.69,Fixed,,$0.99,039400018803,039400018803,11.0,No,Yes,No,,,Groceries - Boxed / Canned,,,,SGD,SGD
19337,892HB2D228ZDY,Calypso: Paradise Punch Lemonade 16 oz Bottle (SSD),,,$2.99,Fixed,,$1.62,079581184041,3100,12.0,No,Yes,No,,,Drinks - Juice,,,,SSD,SSD
19338,B6ND1YQHNX3YT,Everfresh: Ruby Red Grapefruit Juice 32 oz Bottle (SSD),,,$4.99,Fixed,,$3.08,076737200556,076737200556,7.0,No,Yes,No,,,Drinks - Juice,,,,SSD,SSD
19339,BHGRJGKX0N604,Vitamin Water: XXX-Acai-Blueberry-Pomegranate 20 oz Bottle (CCD),,,$2.69,Fixed,,$1.59,786162002969,156078,4.0,No,Yes,No,,,Drinks - Water,,,,CCD,CCD
19340,8PB5Z5DCX14F4,Life Savers: Wild Berries Gummies 7 oz Bag (CGD),,,$3.69,Fixed,,$2.24,019000083449,384081,,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
19341,BCXD7XZ65E43T,Magnum Vs: Peach Passion 750ml Bottle(RND),,,$13.49,Fixed,,$8.66,087872638661,,10.0,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,,RND,RND
19342,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19343,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19344,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19345,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19346,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19347,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19348,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19349,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19350,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19351,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19352,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19353,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19354,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19355,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19356,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19357,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19358,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19359,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19360,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19361,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19362,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19363,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19364,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19365,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19366,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19367,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19368,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19369,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19370,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19371,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19372,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19373,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19374,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19375,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19376,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19377,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19378,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19379,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19380,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19381,74XFHD5NHTG9A,Murphy Goode: Sauvignon Blanc 750 ml Bottle (RND),,,$15.49,Fixed,,$9.99,083722880068,847248,5.0,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,,RND,RND
19382,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19383,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19384,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19385,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19386,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19387,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19388,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19389,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19390,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19391,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19392,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19393,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19394,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19395,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19396,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19397,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19398,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19399,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19400,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19401,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19402,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19403,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19404,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19405,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19406,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19407,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19408,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19409,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19410,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19411,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19412,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19413,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19414,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19415,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19416,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19417,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19418,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19419,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19420,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19421,40GHDV5A4NB8W,Joe Tea: Raspberry Tea 20 oz Bottle (RFD),,,$3.09,Fixed,,$1.80,743234000315,258104,9.0,No,Yes,No,,,Drinks - Energy / Coffee / Tea / Dairy Free,,,,RFD,RFD
19422,0ECXCR33MV2G8,Nerds: Gummy Clusters Rainbow 5 oz Bag (CGD),,,$3.79,Fixed,,$2.05,079200049065,307504,1.0,No,Yes,No,,,Snacks - Candy,,,,CGD,CGD
19423,S7PTVZJT3J29W,My Dads: French Onion Chips 2 oz Bag (RFD),,,$1.99,Fixed,,$1.15,051497414023,137213,15.0,No,Yes,No,,,Snacks - Chips,,,,RFD,RFD
19424,0FHXFQS88JNVE,Hostess: Muffin - Blueberry 5.5 oz pk (CGD),,,$2.99,Fixed,,$1.70,888109253738,656140,2.0,No,Yes,No,,,Snacks,,,,CGD,CGD
19425,4KAVJ4PK7NH2G,Marlboro: Red Full Flavor Filter Box 100`s Pk (CTD),,,$15.29,Fixed,,$13.28,02836328,114637,17.0,No,No,No,Cigarettes,,Tobacco - Cigarettes,Processing Charge,,,CTD,CTD
19426,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19427,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19428,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19429,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19430,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19431,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19432,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19433,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19434,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19435,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19436,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19437,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19438,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19439,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19440,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19441,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19442,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19443,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19444,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19445,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19446,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19447,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19448,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19449,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19450,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19451,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19452,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19453,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19454,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19455,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19456,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19457,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19458,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19459,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19460,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19461,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19462,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19463,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19464,,,,,,,,,,,,,,,,,,Tobacco Tax,,,,
19465,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19466,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19467,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19468,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19469,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19470,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19471,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19472,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19473,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19474,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19475,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19476,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19477,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19478,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19479,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19480,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19481,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19482,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19483,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19484,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19485,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19486,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19487,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19488,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19489,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19490,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19491,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19492,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19493,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19494,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19495,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19496,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19497,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19498,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19499,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19500,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19501,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19502,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19503,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19504,963ATQ1VQH9NA,Beer Farm: Farmdog - Vienna Lager 12 oz / 6 pk Cans (BFD),,,$14.69,Fixed,,$9.00,656382175555,,3.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,BFD,BFD
19505,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19506,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19507,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19508,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19509,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19510,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19511,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19512,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19513,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19514,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19515,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19516,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19517,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19518,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19519,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19520,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19521,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19522,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19523,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19524,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19525,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19526,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19527,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19528,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19529,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19530,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19531,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19532,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19533,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19534,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19535,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19536,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19537,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19538,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19539,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19540,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19541,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19542,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19543,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19544,K7PVCEQX3G3B2,Natures Nector: Raspberry Lemonade 1.5 L Bottle (ALD),,,$4.49,Fixed,,$1.89,4099100178494,,,No,Yes,No,,,Drinks - Juice,,,,ALD,ALD
19545,F34N1QHFNZ93G,Natures Nector: Strawberry Lemonade 1.5 L Bottle (ALD),,,$4.49,Fixed,,$1.89,4099100178500,,,No,Yes,No,,,Drinks - Juice,,,,ALD,ALD
19546,QQFA00XHYYVQ2,Burman's: Tomato Ketchup 38 oz Bottle (ALD),,,$2.99,Fixed,,$1.69,4099100064841,4099100064834,4.0,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,,ALD,ALD
19547,PM3VQBRFQ29CE,Barissimo: Guatemala - Medium Roast Ground Coffee 12 oz Bag (ALD),,,$9.69,Fixed,,$5.85,4099100149517,4099100149869,1.0,No,Yes,No,,,Groceries,,,,ALD,ALD
19548,H9290WYWCJ9RA,Stonemill: Iodized Salt 26 oz Can (ALD),,,$1.49,Fixed,,$0.67,4099100073454,4099100073454,3.0,No,Yes,No,,,Groceries - Condiments / Sauces / Spices,,,,ALD,ALD
19549,P0JZJ48QYW654,Modelo: Especial 12 oz / 6 Pk Bottles (PBD),,,$12.49,Fixed,,$8.30,080660957654,10168,3.0,No,No,No,Beer,,Alcohol - Beers,Processing Charge,,,PBD,PBD
19550,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19551,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19552,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19553,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19554,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19555,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19556,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19557,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19558,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19559,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19560,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19561,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19562,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19563,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19564,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19565,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19566,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19567,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19568,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19569,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19570,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19571,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19572,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19573,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19574,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19575,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19576,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19577,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19578,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19579,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19580,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19581,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19582,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19583,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19584,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19585,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19586,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19587,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19588,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19589,WM573JNM3Q2B2,Beaumont: Instant Coffee - Regular 8 oz Bottle (ALD),,,$9.99,Fixed,,$5.95,4099100052060,4099100052060,2.0,No,Yes,No,,,Groceries - Boxed / Canned,,,,ALD,ALD
19590,Y9ST3VBH3Y6H6,Pringles: Pizza Chips 5.5 oz Box (CGD),,,$3.99,Fixed,,$2.84,038000138638,742056,1.0,No,Yes,No,,,Snacks - Chips,,,,CGD,CGD
19591,J0B5AM742D8G8,Frito Lay: Funyuns - Onion Flavored Rings 5 1/4 oz Bag,,,$5.19,Fixed,,$3.83,028400768528,028400763899,1.0,No,Yes,No,,,Snacks - Chips,,,,Frito,Frito
19592,VXKJ3EPGR0ZAJ,Barefoot: Merlot 750 ml Bottle (BTD),,,$8.49,Fixed,,$5.33,018341751109,2112449,7.0,No,No,No,Wine,,Alcohol - Wines,Processing Charge,,,BTD,BTD
19593,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19594,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19595,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19596,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19597,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19598,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19599,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
19600,,,,,,,,,,,,,,,,,,Alcohol Tax,,,,
